Data	NiW2DDCL2
Recipe	ADRIEN
Site Name	
Number of Points	251
Number of Traces	30
X-Resolution	2.000000
Y-Resolution	17.000000
X-Coord	3050.00
Y-Coord	2553.50

Normal	Data
58	   55418.4	   48618.2	   38915.6	   24046.3	   13383.6	   7461.04	   4417.43	  -1699.57	   3545.74	    4954.2	  -881.533	  -3121.39	   -3486.1	  -4277.87	  -4190.78	   1724.81	   14308.4	   19040.6	   15032.8	   5753.84	  -5349.71	  -8571.87	  -13845.3	  -20287.7	    -30929	  -36588.1	    -37269	  -40812.2	  -40835.8	  -39981.8
59	   56593.6	   50282.3	   39380.8	   25108.6	   14894.7	   8855.41	   6394.97	   484.951	   4598.87	   4913.38	   1339.65	     -1946	  -2482.87	  -4708.64	  -4752.44	   772.447	   13721.1	   18185.8	   14436.8	   6377.17	  -3647.71	  -6832.79	    -12067	  -17971.4	  -30510.2	  -36007.5	  -36491.2	  -40024.7	  -40072.6	  -39125.7
60	   57557.9	   51199.2	   39764.8	     26398	   17099.8	    9821.6	   7733.79	   2752.77	   5345.36	   4406.56	   3292.81	   318.432	   202.883	  -4819.51	   -5055.9	   630.594	   12757.3	   18110.2	   14842.1	   6496.35	  -2288.34	  -4829.62	  -10424.1	  -16152.2	  -29346.1	  -35124.8	  -35751.7	  -39217.2	  -39196.4	  -37668.7
61	   58383.2	   51559.5	   39986.2	   27855.3	   19962.3	     11228	   8346.95	   4028.06	   6070.24	   3739.43	   4761.96	   2915.41	   3555.19	  -4386.44	  -5245.46	   598.477	   12023.9	   19347.3	   16336.5	   6962.75	  -1266.72	  -2591.43	  -8990.04	  -14486.6	  -27682.7	  -34412.6	  -34910.2	  -38157.2	  -38232.3	  -36439.8
62	   59027.3	   51825.8	     40171	   29071.2	   22096.3	   13720.5	   8650.71	   4277.83	   6868.27	   4403.37	   5904.98	   5022.95	   5513.83	  -2856.78	   -5382.7	  -240.891	   11630.5	     23436	   19368.1	   7710.96	  -122.653	   101.063	  -7349.02	  -12830.9	  -25585.7	  -33509.7	  -33591.8	  -36571.5	  -37220.6	  -35364.6
63	   59405.1	   52032.1	   40377.4	   29572.5	   23589.4	   16259.9	   9558.97	   4836.76	   7225.84	   5590.47	   7003.88	   6810.03	   6253.87	  -337.239	   -5430.1	  -1421.02	   11418.6	   28876.5	   23448.1	   9228.61	   1280.34	   2463.54	  -5397.59	  -11374.8	  -23360.9	  -32167.1	  -31474.2	  -34112.9	  -36139.1	  -33542.9
64	   59576.5	     52071	   40398.8	   30171.1	     24998	   18206.6	   11270.7	   6369.77	   6814.91	   5853.58	   7565.26	   8879.93	   7132.44	   1930.47	  -5373.87	  -1768.55	   11286.7	     33481	   27567.8	     12185	      3029	   3955.03	  -3873.21	  -10412.6	  -21684.3	  -30591.7	  -28960.5	  -31562.3	  -34849.6	  -31884.4
65	   59642.6	   52006.6	     40319	   31025.3	   26307.1	   19860.7	   12845.6	   7919.45	   6015.68	   5364.04	   7641.99	   11144.4	   8574.64	   3590.12	  -5168.16	  -1861.23	   11412.7	   36935.6	     31228	   15568.9	   5530.68	   5062.63	  -2705.36	  -9816.19	    -20503	  -28295.8	  -26606.2	  -29247.1	  -33189.2	  -31233.5
66	   59784.1	   51760.8	   40260.3	     31740	   27435.1	   21258.4	   13581.9	   9111.14	   5349.59	   4861.92	   8344.52	   13408.9	   10032.2	   5180.19	  -4842.95	  -1696.93	   12612.3	   39807.8	   34427.7	   18657.8	    8622.8	    5816.7	  -1728.86	   -9464.2	    -19286	    -25206	  -24982.4	  -27363.9	  -31109.3	    -31042
67	   60259.4	   51589.7	   40114.6	   32423.6	   28157.9	   21833.7	   13895.2	   10224.7	   5183.57	   5404.41	   10470.9	   15393.7	   10521.4	   6619.57	  -3703.56	  -442.653	   15731.3	   42754.9	   37860.7	   21030.4	   11638.7	   5998.79	  -1197.03	  -9538.19	  -17972.8	    -23107	  -24821.2	  -26345.3	  -29047.3	  -30367.4
68	   60605.7	   51783.9	   39954.1	   32871.1	   28641.2	   21905.8	   14074.2	   11080.5	   5549.72	   6334.49	   13717.9	   16371.9	   10854.3	   6883.66	  -1159.27	    1359.6	     20671	   45531.9	   41392.3	   22931.7	   14102.8	   5918.53	  -776.084	  -9773.24	  -16854.9	  -22839.4	  -24489.3	  -25699.4	  -27618.5	  -29517.3
69	   60403.5	   51854.7	   39902.2	   33011.1	   28963.1	   22212.1	   13811.2	   11726.1	   6226.22	   6719.25	   16436.7	   16210.3	   11308.2	   6811.68	   1887.08	   3157.16	   26072.3	   47580.8	   44243.1	   24786.6	   15849.2	   6047.53	   89.8289	     -9193	  -15889.6	  -22379.2	  -22991.4	    -25137	  -26727.8	  -29191.2
70	   60175.4	   51652.8	   39786.9	   33141.6	   28942.9	   22272.9	   13157.9	   12264.5	    7418.6	    7027.2	     17792	   14688.7	   11849.5	   6598.25	   4624.03	   5124.52	   30823.8	   48692.4	   46076.9	   26709.4	   16951.3	   6038.89	   504.648	  -8049.18	  -15014.6	  -21325.8	  -21847.8	  -24829.2	  -25655.2	  -29202.5
